Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
68107ea2-46a4-94d0-c76b-f96f092804c5,1987-10-12,,999-94-2096,S99986168,X86561151X,Mr.,Deandre599,Corkery305,,,M,white,nonhispanic,M,Rowley  Massachusetts  US,355 Gorczany Branch,Woburn,Massachusetts,Middlesex County,25017,01801,42.442025911711625,-71.19426725821828,45948.19,287.37,51150
79666e1b-425b-2dbb-0307-fb33a249d6fe,1935-04-09,2016-10-05,999-33-3664,S99922000,X75806096X,Mrs.,Taneka590,Hirthe744,,Predovic534,M,black,nonhispanic,F,Weston  Massachusetts  US,313 Glover Trafficway Unit 77,Springfield,Massachusetts,Hampden County,25013,01109,42.088597491105254,-72.58142724674528,829234.53,485282.23,76387
bdd13e6b-1e22-d68c-8ba9-02aff96907d6,1976-12-28,,999-14-3350,S99975547,X51422040X,Mr.,Rick943,Doyle959,,,M,white,nonhispanic,M,Easton  Massachusetts  US,746 Hackett Camp Unit 5,Revere,Massachusetts,Suffolk County,25025,02151,42.46817651857908,-70.95875299138335,54693.04,519.39,71184
76b8ef2f-595b-4512-cddd-ee643a98ad7e,1982-05-30,,999-32-3393,S99915595,X67029616X,Mr.,Noe500,Kuvalis369,,,M,black,nonhispanic,M,Cochituate  Massachusetts  US,490 Jast Rapid Unit 31,Boston,Massachusetts,Suffolk County,25025,02132,42.36173124826568,-71.07979755815956,72522.41,12203.42,83186
c71c3512-1a6e-110d-8416-cc3c7ea35e3c,2007-12-25,,999-40-8982,S99929232,,,Beau391,Moen819,,,,white,nonhispanic,M,Agawam  Massachusetts  US,124 Heaney Run Unit 2,Holyoke,Massachusetts,Hampden County,25013,01040,42.195187253030355,-72.67873784323255,9376.14,46650.10,149809
a317739c-df0f-5daa-17dd-7ef75905f00b,2003-02-21,,999-39-3683,S99971436,X49579076X,Ms.,Kenyatta61,Sawayn19,,,,white,nonhispanic,F,Harwich  Massachusetts  US,133 Okuneva Passage,Norwood,Massachusetts,Norfolk County,25021,02090,42.169899851116874,-71.23912515339185,23143.94,844527.37,82161
ef74f117-2952-a8e7-eb79-22735228653c,1964-04-27,,999-93-9601,S99967186,X10223490X,Mrs.,Anamaria46,Considine820,,Greenholt190,D,white,nonhispanic,F,Boston  Massachusetts  US,304 Hyatt Viaduct,Northborough,Massachusetts,Worcester County,25027,01532,42.300744698703305,-71.64406817713828,328280.78,928368.75,138473
1415fbb0-51b5-aae3-b41f-d041edf084ec,1983-01-29,,999-21-8528,S99955105,X42570344X,Mrs.,Lucile200,Crist667,,Dooley940,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,915 Harris Promenade Unit 14,New Bedford,Massachusetts,Bristol County,25005,02747,41.63620346817749,-70.88315755249887,305692.02,252565.61,46635
da2576ac-a73e-04b8-f207-60f92b74acf3,2002-04-23,,999-22-4228,S99911746,X63172314X,Mr.,Jeromy156,Hackett68,,,,white,nonhispanic,M,Springfield  Massachusetts  US,267 Lind Club,Needham,Massachusetts,Norfolk County,25021,02492,42.24030048283043,-71.26186827966411,26149.26,0.00,497560
5993d342-e830-213f-5eb8-fc53d7848ff0,1965-11-24,,999-94-4207,S99915961,X33081396X,Mrs.,Adriene242,Moore224,,Reilly981,M,white,nonhispanic,F,Medford  Massachusetts  US,580 Keeling Extension Suite 73,Wayland,Massachusetts,Middlesex County,,00000,42.39313069229072,-71.39136776060647,934222.06,1062930.12,48164
38b7ab9e-81f6-d972-8758-6871ff3d4113,2018-01-18,,999-79-4224,,,,Ernesto186,Salazar800,,,,white,hispanic,M,San Jose  San Jose  CR,1030 Ankunding Terrace,Holyoke,Massachusetts,Hampden County,25013,01040,42.209284347894936,-72.68978623389174,10031.92,7819.14,751712
3d17ffa9-c73a-b62b-bdaf-7a8925df2e07,1984-05-08,,999-26-4016,S99972543,X56605515X,Mrs.,Erika442,Denesik803,,Gulgowski816,M,other,nonhispanic,F,Newton  Massachusetts  US,1047 Wisozk Lock,Raynham Center,Massachusetts,Bristol County,25005,02768,41.914599937178394,-71.05096705540261,256411.33,654590.30,130334
680405eb-08f4-b4e3-7b9c-118ec9ebb479,1992-12-24,,999-78-6385,S99940128,X47700972X,Mrs.,Ettie537,Crona259,,Fadel536,M,white,hispanic,F,Boston  Massachusetts  US,659 Bradtke Key,Agawam,Massachusetts,Hampden County,25013,01030,42.04483252279819,-72.70568406755798,144628.86,881838.25,164996
86d9269d-364d-45ce-1c62-6aea6e0c7430,2009-02-10,,999-99-6691,,,,César846,Mascareñas995,,,,white,hispanic,M,Marigot  Saint Andrew Parish  DM,792 Ankunding Byway Unit 17,Lawrence,Massachusetts,Essex County,25009,01840,42.738168201390835,-71.17690214470575,2368.71,24931.33,23754
50de5e8b-077b-76a1-2bf1-474b6e29e3a8,1998-10-01,,999-60-1730,S99943294,X28424644X,Ms.,Jina946,Gerlach374,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,519 Schaefer Mill,Chelsea,Massachusetts,Suffolk County,25017,02149,42.44828037067879,-71.01779285420892,37654.86,0.00,144499
d7fa5ce5-29b9-7a52-0120-c4e0cd235119,1929-12-27,2003-01-11,999-89-2666,S99924701,X28437566X,Mr.,Shon148,Ritchie586,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,546 Reinger Throughway Suite 93,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.40533007474279,-73.23522723868005,282517.40,1335156.06,59354
7096e0ff-c20c-1fcc-d99a-dcddaf0b8e8e,1949-08-28,,999-61-5256,S99957703,X6000068X,Mr.,Buster609,Konopelski743,,,W,white,nonhispanic,M,Boston  Massachusetts  US,460 Sawayn Mews Suite 7,East Brookfield,Massachusetts,Worcester County,25027,01515,42.16026391700448,-72.06289321222556,124271.43,216786.95,128261
b99573bf-82ac-aa63-c175-a36ae7b973e4,2002-09-01,,999-38-7000,S99949754,X49552005X,Ms.,Crystle668,Quitzon246,,,,hawaiian,nonhispanic,F,Somerville  Massachusetts  US,851 Feeney Overpass Apt 67,Chelsea,Massachusetts,Suffolk County,25025,02151,42.416906846251145,-71.05293396081925,41093.40,7976.27,114292
a1b68eb1-29f0-2694-6926-ed8cc3869ce5,1980-10-15,,999-41-9928,S99994896,X85022257X,Mr.,Marco578,Jerde200,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,354 Deckow Flat,Arlington,Massachusetts,Middlesex County,25017,02474,42.38165601717404,-71.13893314273692,84950.06,13462.76,44913
073d91fa-a67c-9669-f7d5-227743746475,2009-06-30,,999-67-5256,,,,Magdalena964,Correa904,,,,white,hispanic,F,Santo Domingo  National District  DO,140 Bosco Skyway,Northbridge,Massachusetts,Worcester County,,00000,42.12875976073702,-71.60621959148705,23616.25,0.00,146419
be9f021b-59bd-6fd9-a56a-60a58c0830b5,2023-12-19,,999-47-5639,,,,Lee268,Morar593,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,727 Abbott Annex,Waltham,Massachusetts,Middlesex County,25017,02453,42.40615454674503,-71.22423627152969,1651.48,773.91,75979
591cb472-5624-06c9-2181-3ea9aedd7705,1959-05-07,2012-07-13,999-68-6001,S99983669,X39347411X,Mr.,Jewell855,Connelly992,,,M,white,nonhispanic,M,Boston  Massachusetts  US,396 Stiedemann Meadow,Rockland,Massachusetts,Plymouth County,,00000,42.14438666269931,-70.93098555686763,466551.14,414454.90,65310
aa6ef6ab-a257-663f-c338-01ea732fffeb,1968-08-03,,999-43-6215,S99952734,X25865520X,Mrs.,Neida631,Feest103,,Bernhard322,M,black,hispanic,F,Groveland  Massachusetts  US,730 Kunde Crossing Suite 30,Boston,Massachusetts,Suffolk County,25025,02108,42.40632440396609,-71.16325057754241,15371.12,1191769.39,6907
627ea66f-27ea-b619-a3d0-f7d6885b3e38,1979-03-28,,999-50-6721,S99962881,X77107620X,Mr.,Alex454,Orn563,,,M,white,nonhispanic,M,Duxbury  Massachusetts  US,542 Wunsch Highlands,Worcester,Massachusetts,Worcester County,25027,01603,42.256571131613555,-71.85499147539397,66694.31,9782.48,53546
01c561b0-2690-ab1e-4686-783c6476d248,1965-04-27,,999-62-3653,S99944142,X81035519X,Mr.,Yong583,Heathcote539,,,M,black,nonhispanic,M,East Longmeadow  Massachusetts  US,340 Mueller Arcade,Newton,Massachusetts,Middlesex County,25017,02458,42.338312514693705,-71.26259181268796,114676.16,30733.40,138143
e86dc516-aa64-d3ed-9b34-cf64ded32988,1969-07-19,,999-25-4480,S99951049,X69429661X,Mrs.,Laurena366,Rath779,,Walsh511,M,white,nonhispanic,F,Lowell  Massachusetts  US,365 Wolff Station,Agawam,Massachusetts,Hampden County,25013,01030,42.05226907865257,-72.66425625376384,233604.47,1214482.91,53009
51785d17-2892-ab79-7557-949dd2fa746b,1972-07-25,,999-71-4227,S99973158,X70459774X,Mrs.,Aracely711,Adams676,,Conn188,D,white,nonhispanic,F,New Bedford  Massachusetts  US,112 Legros Crossroad Suite 32,Fall River,Massachusetts,Bristol County,25005,02720,41.72724429828838,-71.12201414144903,320287.18,179561.05,35415
2c32baa2-6279-5e9c-06e6-6b84fcde0398,1977-06-13,,999-51-3017,S99943978,X73417696X,Mr.,Omar359,Russel238,,,D,white,nonhispanic,M,Marshfield Hills  Massachusetts  US,197 Ward Trace,Great Barrington,Massachusetts,Berkshire County,25003,01230,42.19585341306475,-73.35823240555413,245026.11,720.33,47618
680ddc9f-f416-3a9b-de90-4a1f7d06d937,1978-09-03,,999-98-6356,S99956151,X63535983X,Mr.,Richie600,Wisoky380,,,M,white,hispanic,M,Acton  Massachusetts  US,569 Harris Meadow,Holden,Massachusetts,Worcester County,,00000,42.356540660399205,-71.86254692887633,64080.26,0.00,80249
8e79b4a3-2f97-5931-b57e-64317f3e302e,2000-04-09,,999-89-8217,S99921274,X76791982X,Mr.,Gonzalo160,Velásquez56,,,,white,hispanic,M,San Jose  San Jose  CR,577 Bailey Run,Chicopee,Massachusetts,Hampden County,25013,01013,42.1975009286884,-72.57351179595587,6299.59,64301.67,12184
6300ee78-5db2-c751-8198-91a8ad3969ff,1999-06-08,,999-30-3876,S99995845,X56264252X,Mr.,Gene733,Kub800,,,,white,nonhispanic,M,Boston  Massachusetts  US,511 Veum Common Apt 88,Raynham,Massachusetts,Bristol County,,00000,41.97636309721866,-71.09582318203469,39573.72,3546.05,389979
e47b3f70-d779-77de-f90f-e505becd30f7,2003-06-06,,999-42-5802,S99927647,X22968809X,Ms.,Danika134,Pouros728,,,,white,nonhispanic,F,North Andover  Massachusetts  US,627 Boehm Crossroad Suite 68,Arlington,Massachusetts,Middlesex County,25017,02474,42.39221341059163,-71.21329412993076,3435.55,104556.80,19414
ea76b336-b358-a4bd-2d65-02322adf8f7d,1970-03-05,,999-64-6589,S99926502,X25922884X,Mrs.,Luis923,Huels583,,Cummerata161,M,white,nonhispanic,F,Attleboro  Massachusetts  US,1000 Cruickshank Course Apt 98,Boston,Massachusetts,Suffolk County,25025,02134,42.33301459107393,-71.04248412798906,18934.03,1586086.20,8333
6802e138-eb58-4593-7358-9cf4eea064a3,1974-07-01,,999-86-9466,S99917116,X86170282X,Mr.,Benedict104,Windler79,,,M,white,nonhispanic,M,Attleboro  Massachusetts  US,1014 Stiedemann Club,Boston,Massachusetts,Suffolk County,25025,02124,42.33575129787522,-71.00192333893897,85368.62,0.00,113805
28f5d51a-970f-a610-78a7-709401725124,2003-10-11,,999-94-4112,S99989322,X10945336X,Mr.,Devon268,Howe413,,,,white,nonhispanic,M,Attleboro  Massachusetts  US,249 Cruickshank Ranch,Ludlow,Massachusetts,Hampden County,,00000,42.18497610932682,-72.41977829564549,25652.19,0.00,95218
0f8d6939-0043-6b17-95d6-98a64e7a7f6c,1973-09-08,,999-83-9645,S99946175,X75809863X,Mr.,Homer307,Purdy2,,,S,black,nonhispanic,M,Revere  Massachusetts  US,442 Haag Mall Apt 57,Peabody,Massachusetts,Essex County,25009,01940,42.580590798865664,-70.93103398752399,259455.55,750977.38,153299
e88aa1bc-9188-c69e-9fde-94401468efd2,1984-09-07,,999-18-9951,S99953891,X44930108X,Mrs.,Gregoria352,Franecki195,,Lehner980,M,white,nonhispanic,F,Westborough  Massachusetts  US,738 Donnelly Light Unit 13,Stoneham,Massachusetts,Middlesex County,25017,02180,42.50191711375717,-71.05570630289563,117850.42,698283.90,233893
d1534217-5af5-4399-32a9-ab0f8a84fa24,1928-06-28,2015-07-06,999-57-1625,S99959133,X74903032X,Mrs.,Juanita470,Walker122,,Aufderhar910,D,asian,nonhispanic,F,Littleton  Massachusetts  US,110 Bauch Common,Norwood,Massachusetts,Norfolk County,25021,02090,42.25843195936386,-71.17090608895795,375720.21,2097957.02,30720
cb4051a1-2722-f3a4-6a12-d4ef2cff6411,1935-04-09,1993-01-28,999-55-2057,S99976775,X9295894X,Mrs.,Ilene33,Funk324,,Lemke654,D,black,nonhispanic,F,Salem  Massachusetts  US,1078 O'Hara Dam Apt 73,Springfield,Massachusetts,Hampden County,25013,01107,42.06915391952648,-72.49007538061548,993407.29,290797.05,76387
539d45b1-c5b3-c868-5125-5a440249b3e9,1929-12-27,,999-15-4298,S99921031,X54002352X,Mr.,Cedric746,Reichert620,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,684 Cronin Overpass,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.48219043195263,-73.23583106970653,110919.26,149462.73,59354
6601a86a-8060-0429-f4c5-f2270511b774,1949-01-17,1992-08-05,999-18-3316,S99984424,X17834357X,Mr.,Kristopher775,O'Connell601,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1069 Schuster Bay Apt 19,Millis,Massachusetts,Norfolk County,,00000,42.1422812467527,-71.3809508034747,55757.69,267623.97,595922
76a5f4e5-eace-80b6-d325-930d375cb854,1963-12-13,,999-80-6713,S99982660,X22456199X,Mrs.,Jayne73,Kassulke119,,Zboncak558,M,white,nonhispanic,F,Middleton  Massachusetts  US,770 Volkman Green,Springfield,Massachusetts,Hampden County,25013,01104,42.15285867758027,-72.47661467640135,16082.89,1185695.28,13246
1beb2dc2-a62c-e742-ba16-560c6d4f4688,2011-10-24,,999-73-2972,,,,Thad495,Von197,,,,white,nonhispanic,M,West Springfield  Massachusetts  US,633 Hermiston Orchard,Worcester,Massachusetts,Worcester County,25027,01607,42.31364152543863,-71.80448182528274,2000.27,21801.26,11160
b4bb03e6-1e7f-5e2f-4d05-738e7f4a8034,1970-02-10,,999-11-3316,S99929036,X17113549X,Mrs.,Ocie984,Herman763,,Gutmann970,W,white,nonhispanic,F,Lawrence  Massachusetts  US,768 Quitzon Annex,Weymouth,Massachusetts,Norfolk County,25021,02188,42.23179789438639,-70.95173727197607,245940.23,889258.16,216621
1b04c90e-cadb-d093-18a8-78d832b6f06f,1984-01-26,,999-96-8161,S99912675,X6637936X,Mrs.,Libbie63,Collier206,,McCullough561,M,white,nonhispanic,F,Berlin  Massachusetts  US,356 Lind Club,Revere,Massachusetts,Suffolk County,25025,02151,42.397685895008756,-70.98172697805373,492323.92,635092.89,50459
b9a24221-c193-ffad-eafb-4c9d0d6f8621,2003-06-30,,999-28-4761,S99942329,X62811050X,Mr.,Calvin845,Beatty507,,,,white,nonhispanic,M,Rehoboth  Massachusetts  US,949 Connelly Haven,Springfield,Massachusetts,Hampden County,25013,01128,42.08591666033812,-72.60006567093069,43870.45,7095.54,43666
cefbc473-ef8a-43f1-4257-31aa517d3aa5,2006-02-17,,999-77-7931,S99922615,,Ms.,Cora299,Conroy74,,,,white,nonhispanic,F,Fall River  Massachusetts  US,527 Gleichner Avenue Suite 25,Franklin,Massachusetts,Norfolk County,25021,02038,42.053749932053535,-71.43168069219183,28802.09,2225.31,186372
3fc32b38-8a13-d558-9e14-b448b2129006,1965-03-18,,999-29-9984,S99977856,X52796048X,Mr.,Rigoberto443,Streich926,,,M,white,nonhispanic,M,Boxford  Massachusetts  US,807 Pagac Brook Suite 24,Mansfield,Massachusetts,Bristol County,,00000,41.97638552090741,-71.17039292448644,47961.50,702237.87,150046
4b735420-849a-e51c-b360-eaa5fe9552d3,1970-08-06,,999-32-8112,S99923597,X10316895X,Mr.,Trent525,Bosco882,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,713 Ferry Vista Unit 54,Worcester,Massachusetts,Worcester County,25027,01603,42.214984483918066,-71.83490928625766,135412.13,41551.85,48431
839ee0ff-6f47-bfe8-c661-8270f048d734,2008-03-25,,999-89-5037,S99924456,,,Ezra452,Hintz995,,,,white,nonhispanic,M,Boston  Massachusetts  US,247 Boehm Passage Suite 70,Upton,Massachusetts,Worcester County,25027,01568,42.200809329482276,-71.59757433846455,28071.31,47340.32,32496
